Air_temperature_K,Process_temperature_K,Type,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Temp_Diff
1.2974320698607618,1.5464728796880252,-0.3322227769144536,0.08491919584125346,0.20194643856208588,-0.784764235745499,-0.30031654255580403
-1.564117802933577,-1.5302012099637157,-0.1606773905231298,-1.389243161872796,2.9938616982839226,0.6042243936924331,0.8572906035724794
1.2474360362331123,1.2768693372657955,1.3338894443215221,-0.03779721115745129,-0.1190668312860946,-0.18775835081168454,-0.6000037419927912
-0.7524053088724167,-0.3407519172674287,-0.3322227769144536,1.1112745998304205,-1.4833732281408603,-0.9261603663877183,0.9983279883377691
-1.4513656969612316,-1.0200674379160333,-0.3322227769144536,-1.1917453969752743,0.45317152802721533,1.5570549706068622,1.3880795747644308
0.2475153636803477,-0.1385492604507661,-0.3322227769144536,0.06260712184148895,-0.2595101368446733,0.6291970706766932,-0.6998994751384158
1.097308440199992,0.5803308337246676,0.7769691504903005,0.7779599894368066,-1.0086717179187257,1.8182203437557574,-1.3323866373834339
-0.34460475094566567,-0.9083799940236574,-0.3322227769144536,-0.9385305659667756,2.5227575928098096,0.02501278630451298,-0.6577763517068649
-0.5524211743618752,-0.003747489239670474,1.3338894443215221,-0.4617266171529768,0.382516402851687,-1.4603235265916574,1.0982237214834505
-0.9023934097553371,-0.677756345295187,-1.9983349981504293,0.12954334384078245,-0.22941514279640599,-1.1303992217598127,0.7985365220464633
1.930232916750858,2.1068466716928747,1.3338894443215221,-0.6689801643250455,0.8234580271036568,1.673730059013041,-0.7341616150989334
1.0974479353501918,0.737662252421413,-0.3322227769144536,-0.38363435815380104,-0.03881351382404913,-0.17204766962921575,-1.0994824077210275
-0.7524053088724167,-0.27335103166186175,1.3338894443215221,-0.16609163665609716,0.7336246667481341,-1.6645623819637518,1.0982237214834505
1.3265923312126264,1.0780267959589658,-0.3322227769144536,-0.5645446221296024,2.0074760957289084,0.8821498379111196,-1.0528709391688582
-1.5077778086273144,-1.426489093802533,-1.50330446985473,-0.13853524721152227,-0.0057161932141443494,1.5590882310406344,0.8984322551921445
-0.652413241617146,-0.1385492604507661,-0.3322227769144536,-0.38921237665374214,-0.159193490017117,-0.7219215110156237,1.0982237214834505
-1.252365645148799,-0.8125581165062826,-0.3322227769144536,-0.20513776615568505,0.5931813611895553,0.6606184330416307,1.2980151877747563
-1.9523101159357228,-2.2279767142228826,-0.3322227769144536,-0.7238934866502097,0.28219975602413067,0.4092475341221299,0.5987450557551006
1.1818925849711135,0.7541007949784436,-0.3322227769144536,-1.1286058664773153,2.741976403664445,1.4056299830185348,-1.2438452173601389
-0.9523894433829583,-0.8125581165062826,-0.3322227769144536,-0.5955990611515638,0.3423897441206646,-0.627657423920811,0.698640788900782
0.49749553181853884,1.4116711084769296,-0.3322227769144536,-0.9023900786483257,0.9944479484997806,-0.941871047570187,1.0982237214834505
1.0474519017225707,1.0072657948436043,1.3338894443215221,0.5367386943364846,-0.8413466884444997,-1.334638077131907,-0.6000037419927912
0.7102351975809842,-0.05395232867183973,-0.3322227769144536,-1.5264412693491762,2.3758465185921254,-1.3456956037138714,-1.499065340303696
1.3670793037973268,0.7805179672503977,1.3338894443215221,-0.9653604871171599,0.5480095988692651,-0.6916806277169204,-1.5747085945897024
-0.3301537825989674,-0.5129139655796073,-0.3322227769144536,-0.9599245085195539,1.9860167773841761,1.3350402810718247,-0.10052507626446879
